timestamp,temp,humidity,wind_speed,pressure,precip
2025-01-02 10:00:00,9.4,70,0.56,1018.9,0.0
2025-01-02 11:00:00,8.37,69,0.89,1019.8,0.0
2025-01-02 12:00:00,9.51,60,2.75,1019.1,0.0
2025-01-02 13:00:00,7.85,59,1.33,1019.1,0.0
2025-01-02 14:00:00,7.89,55,1.96,1018.9,0.0
2025-01-02 15:00:00,8.33,57,1.58,1017.2,0.0
2025-01-02 16:00:00,7.88,51,2.21,1017.4,0.0
2025-01-02 17:00:00,6.52,56,2.05,1018.2,0.0
2025-01-02 18:00:00,5.28,54,1.99,1016.7,0.0
2025-01-02 19:00:00,4.12,57,3.08,1018.5,0.0
2025-01-02 20:00:00,2.33,61,2.65,1018.4,0.0
2025-01-02 21:00:00,2.03,65,1.98,1017.8,0.0
2025-01-02 22:00:00,1.58,67,0.55,1016.5,0.0
2025-01-02 23:00:00,2.24,72,1.28,1018.4,0.0
2025-01-03 00:00:00,0.91,84,2.55,1018.8,0.0
2025-01-03 01:00:00,-0.43,86,0.83,1017.2,0.0
2025-01-03 02:00:00,1.43,88,1.25,1017.4,0.0
2025-01-03 03:00:00,1.57,85,1.21,1017.0,0.0
2025-01-03 04:00:00,2.2,85,0.44,1017.2,0.0
2025-01-03 05:00:00,4.06,90,0.0,1016.6,0.0
2025-01-03 06:00:00,5.39,88,0.0,1016.6,0.0
2025-01-03 07:00:00,6.36,87,0.58,1017.3,0.0
2025-01-03 08:00:00,6.08,78,0.0,1018.4,0.0
2025-01-03 09:00:00,7.28,75,0.58,1015.3,0.0
2025-01-03 10:00:00,8.37,67,0.08,1016.3,0.0
2025-01-03 11:00:00,9.22,67,0.81,1015.5,0.0
2025-01-03 12:00:00,8.34,68,1.22,1017.7,0.0
2025-01-03 13:00:00,8.41,60,1.59,1015.9,0.0
2025-01-03 14:00:00,7.36,61,1.14,1015.2,0.0
2025-01-03 15:00:00,6.67,57,2.51,1016.9,0.0
2025-01-03 16:00:00,7.24,58,1.77,1017.8,0.0
2025-01-03 17:00:00,6.66,54,1.33,1017.0,0.0
2025-01-03 18:00:00,4.63,59,2.15,1016.7,0.0
2025-01-03 19:00:00,4.34,53,2.18,1016.9,0.0
2025-01-03 20:00:00,2.93,64,2.15,1017.7,0.0
2025-01-03 21:00:00,1.4,63,2.59,1015.9,0.0
2025-01-03 22:00:00,1.47,76,1.58,1016.6,0.0
2025-01-03 23:00:00,1.89,78,1.4,1016.3,0.0
2025-01-04 00:00:00,0.22,84,0.65,1015.8,0.0
2025-01-04 01:00:00,1.48,90,1.35,1016.5,0.0
2025-01-04 02:00:00,-1.05,85,0.79,1017.7,0.0
2025-01-04 03:00:00,1.99,95,0.28,1017.3,0.0
2025-01-04 04:00:00,2.31,93,0.0,1017.4,0.0
2025-01-04 05:00:00,3.0,89,0.96,1017.0,5.01
2025-01-04 06:00:00,4.31,91,0.0,1017.3,0.0
2025-01-04 07:00:00,3.89,82,0.0,1016.3,0.0
2025-01-04 08:00:00,6.09,80,0.51,1016.6,0.0
2025-01-04 09:00:00,7.33,77,0.0,1017.0,0.0
2025-01-04 10:00:00,8.75,73,0.0,1017.1,0.0
2025-01-04 11:00:00,7.75,68,0.0,1017.0,0.0
2025-01-04 12:00:00,7.68,71,1.56,1016.6,0.0
2025-01-04 13:00:00,7.76,63,1.19,1016.4,0.0
2025-01-04 14:00:00,8.35,63,3.16,1019.1,0.0
2025-01-04 15:00:00,7.31,59,1.41,1017.2,0.0
2025-01-04 16:00:00,5.88,54,1.61,1016.7,0.0
2025-01-04 17:00:00,5.65,61,1.88,1016.1,0.0
2025-01-04 18:00:00,4.32,56,2.32,1015.7,0.0
2025-01-04 19:00:00,3.89,64,1.93,1015.9,0.0
2025-01-04 20:00:00,1.76,63,2.37,1016.0,0.0
2025-01-04 21:00:00,1.19,77,1.42,1014.1,0.0
2025-01-04 22:00:00,0.51,78,1.01,1014.2,0.0
2025-01-04 23:00:00,-0.64,79,0.56,1014.7,0.0
2025-01-05 00:00:00,0.62,85,0.09,1015.2,0.0
2025-01-05 01:00:00,0.73,82,0.68,1014.6,0.0
2025-01-05 02:00:00,0.95,89,0.55,1015.7,0.0
2025-01-05 03:00:00,1.42,89,0.18,1013.1,0.0
2025-01-05 04:00:00,1.42,90,0.96,1013.4,0.0
2025-01-05 05:00:00,3.08,92,0.85,1015.0,0.0
2025-01-05 06:00:00,4.17,89,0.03,1013.6,0.0
2025-01-05 07:00:00,4.88,85,0.0,1013.9,0.0
2025-01-05 08:00:00,6.3,76,0.05,1014.6,0.0
2025-01-05 09:00:00,7.52,75,0.19,1012.1,0.0
2025-01-05 10:00:00,9.2,74,0.37,1012.3,0.0
2025-01-05 11:00:00,8.4,70,0.59,1011.9,0.0
2025-01-05 12:00:00,8.59,63,0.87,1010.3,0.0
2025-01-05 13:00:00,8.22,71,1.27,1011.4,0.0
2025-01-05 14:00:00,6.53,65,1.38,1012.1,0.0
2025-01-05 15:00:00,7.22,61,2.01,1011.5,3.14
2025-01-05 16:00:00,6.46,59,2.25,1011.3,0.0
2025-01-05 17:00:00,7.17,59,1.71,1010.3,0.0
2025-01-05 18:00:00,4.28,58,2.84,1009.9,0.0
2025-01-05 19:00:00,3.59,64,1.68,1011.2,0.0
2025-01-05 20:00:00,2.39,67,1.26,1009.6,0.0
2025-01-05 21:00:00,0.77,66,2.1,1010.0,0.0
2025-01-05 22:00:00,1.75,75,1.29,1009.8,0.0
2025-01-05 23:00:00,1.08,77,1.62,1010.7,0.0
2025-01-06 00:00:00,1.6,72,0.0,1010.1,0.0
2025-01-06 01:00:00,0.54,78,1.64,1008.2,0.0
2025-01-06 02:00:00,2.56,82,1.04,1008.2,0.0
2025-01-06 03:00:00,1.23,90,0.0,1009.6,0.0
2025-01-06 04:00:00,3.45,87,0.0,1009.0,0.0
2025-01-06 05:00:00,5.54,80,1.07,1008.6,0.0
2025-01-06 06:00:00,4.35,84,0.0,1009.8,0.0
2025-01-06 07:00:00,5.68,76,0.0,1009.2,0.0
2025-01-06 08:00:00,7.11,81,0.0,1009.1,0.0
2025-01-06 09:00:00,7.52,72,0.32,1009.7,0.0
2025-01-06 10:00:00,7.42,70,0.59,1008.9,0.0
2025-01-06 11:00:00,8.96,70,1.3,1010.5,0.0
2025-01-06 12:00:00,8.3,59,0.5,1008.7,0.0
2025-01-06 13:00:00,9.24,55,0.7,1010.0,0.0
2025-01-06 14:00:00,7.87,55,1.93,1010.8,0.0
2025-01-06 15:00:00,8.96,59,2.41,1008.7,1.74
2025-01-06 16:00:00,6.5,50,1.28,1009.7,0.0
2025-01-06 17:00:00,5.86,47,2.71,1011.1,0.0
2025-01-06 18:00:00,5.62,56,2.22,1011.3,0.96
2025-01-06 19:00:00,3.15,61,2.71,1010.5,0.0
2025-01-06 20:00:00,3.21,66,2.03,1010.3,0.0
2025-01-06 21:00:00,3.14,65,0.65,1011.9,0.0
2025-01-06 22:00:00,0.46,69,1.62,1012.3,0.0
2025-01-06 23:00:00,1.32,77,1.99,1010.7,0.0
2025-01-07 00:00:00,1.86,68,0.75,1010.9,0.0
2025-01-07 01:00:00,2.36,76,0.75,1012.3,0.0
2025-01-07 02:00:00,1.35,80,0.61,1012.9,0.0
2025-01-07 03:00:00,1.92,82,0.0,1012.4,0.0
2025-01-07 04:00:00,4.04,80,1.17,1013.5,0.0
2025-01-07 05:00:00,4.85,81,0.0,1012.7,0.0
2025-01-07 06:00:00,5.85,72,0.45,1011.8,0.0
2025-01-07 07:00:00,6.96,75,0.19,1013.4,0.0
2025-01-07 08:00:00,7.2,75,0.96,1014.1,0.0
2025-01-07 09:00:00,8.67,67,0.7,1014.1,1.42
2025-01-07 10:00:00,9.35,66,0.58,1013.6,0.0
2025-01-07 11:00:00,9.04,64,0.49,1013.3,0.0
2025-01-07 12:00:00,10.99,58,1.6,1014.6,0.0
2025-01-07 13:00:00,9.88,56,0.52,1015.9,0.0
2025-01-07 14:00:00,8.31,50,2.02,1016.4,0.0
2025-01-07 15:00:00,8.97,51,1.36,1016.6,0.0
2025-01-07 16:00:00,7.0,53,2.69,1015.1,0.0
2025-01-07 17:00:00,7.27,52,2.25,1015.0,0.0
2025-01-07 18:00:00,6.49,51,2.52,1016.5,0.0
2025-01-07 19:00:00,4.07,56,2.21,1016.8,0.0
2025-01-07 20:00:00,4.36,61,1.19,1016.7,0.0
2025-01-07 21:00:00,3.14,56,1.48,1014.9,0.0
2025-01-07 22:00:00,2.79,70,2.04,1015.9,0.0
2025-01-07 23:00:00,3.15,69,1.54,1016.6,0.0
2025-01-08 00:00:00,1.67,74,1.79,1017.1,0.0
2025-01-08 01:00:00,1.45,79,1.14,1017.4,0.0
2025-01-08 02:00:00,1.75,74,0.22,1016.9,0.0
2025-01-08 03:00:00,2.44,77,0.09,1017.1,0.0
2025-01-08 04:00:00,3.79,79,0.39,1016.9,0.0
2025-01-08 05:00:00,5.04,77,0.0,1017.4,0.0
2025-01-08 06:00:00,6.03,83,1.04,1017.1,0.0
2025-01-08 07:00:00,7.46,73,0.45,1016.9,0.0
2025-01-08 08:00:00,7.85,71,0.95,1016.6,0.0
2025-01-08 09:00:00,9.69,70,0.0,1016.9,0.0
2025-01-08 10:00:00,9.12,62,1.32,1017.2,0.0
2025-01-08 11:00:00,11.61,60,2.06,1017.0,0.0
2025-01-08 12:00:00,10.28,59,0.54,1017.0,0.0
2025-01-08 13:00:00,9.11,54,1.84,1017.8,0.0
2025-01-08 14:00:00,8.56,52,1.7,1016.9,0.0
2025-01-08 15:00:00,9.01,49,1.13,1016.1,0.0
2025-01-08 16:00:00,7.69,46,2.31,1017.3,0.0
2025-01-08 17:00:00,7.38,52,2.58,1015.4,0.0
2025-01-08 18:00:00,6.18,57,1.9,1015.6,0.0
2025-01-08 19:00:00,4.76,55,2.75,1016.7,0.0
2025-01-08 20:00:00,3.25,58,1.23,1016.8,0.0
2025-01-08 21:00:00,1.96,63,1.16,1015.4,0.0
2025-01-08 22:00:00,2.07,61,1.77,1016.1,0.0
2025-01-08 23:00:00,2.58,74,1.47,1015.9,0.0
2025-01-09 00:00:00,1.56,76,0.84,1016.0,0.0
2025-01-09 01:00:00,0.68,83,1.35,1017.2,0.0
2025-01-09 02:00:00,2.07,79,0.97,1017.0,0.0
2025-01-09 03:00:00,2.86,88,0.92,1016.4,0.0
2025-01-09 04:00:00,2.8,85,0.27,1016.1,0.0
2025-01-09 05:00:00,4.49,84,0.54,1015.5,0.48
2025-01-09 06:00:00,5.46,82,0.0,1017.7,0.0
2025-01-09 07:00:00,5.65,78,1.26,1017.1,0.0
2025-01-09 08:00:00,7.67,79,0.0,1016.2,0.0
2025-01-09 09:00:00,8.64,72,1.55,1017.4,0.0
2025-01-09 10:00:00,9.64,62,0.72,1016.9,0.0
2025-01-09 11:00:00,10.02,61,0.25,1016.8,0.0
2025-01-09 12:00:00,8.45,60,1.88,1017.5,0.0
2025-01-09 13:00:00,8.63,58,1.52,1016.7,0.0
2025-01-09 14:00:00,9.24,55,2.13,1017.1,0.0
2025-01-09 15:00:00,8.61,57,2.52,1017.7,0.0
2025-01-09 16:00:00,7.78,47,2.24,1017.3,0.0
2025-01-09 17:00:00,9.15,54,1.87,1018.4,0.0
2025-01-09 18:00:00,5.82,49,2.69,1019.5,0.0
2025-01-09 19:00:00,5.18,60,2.17,1017.5,0.0
2025-01-09 20:00:00,4.09,60,2.41,1017.0,0.0
2025-01-09 21:00:00,3.05,65,0.83,1016.9,0.0
2025-01-09 22:00:00,1.74,65,1.92,1018.5,0.0
2025-01-09 23:00:00,2.09,76,1.14,1018.2,0.0
2025-01-10 00:00:00,0.19,83,2.03,1019.1,0.0
2025-01-10 01:00:00,0.7,85,1.25,1019.1,0.0
2025-01-10 02:00:00,0.92,85,0.82,1017.9,0.0
2025-01-10 03:00:00,1.96,88,0.74,1017.8,0.0
2025-01-10 04:00:00,4.35,85,0.0,1019.6,0.0
2025-01-10 05:00:00,2.39,89,1.05,1019.6,0.0
2025-01-10 06:00:00,5.21,90,1.2,1019.3,0.0
2025-01-10 07:00:00,4.64,86,0.43,1018.4,0.0
2025-01-10 08:00:00,6.4,77,1.13,1020.1,0.0
2025-01-10 09:00:00,8.32,77,0.21,1020.8,0.0
2025-01-10 10:00:00,8.24,68,0.3,1020.1,0.0
2025-01-10 11:00:00,7.84,70,0.96,1019.2,0.0
2025-01-10 12:00:00,8.23,66,1.42,1019.9,0.0
2025-01-10 13:00:00,9.07,56,1.26,1018.8,0.0
2025-01-10 14:00:00,7.69,56,1.97,1020.7,0.0
2025-01-10 15:00:00,7.71,57,2.06,1019.8,0.0
2025-01-10 16:00:00,6.77,56,1.57,1018.3,0.0
2025-01-10 17:00:00,5.31,54,2.43,1019.4,0.0
2025-01-10 18:00:00,6.23,60,2.63,1019.9,0.0
2025-01-10 19:00:00,4.14,62,2.25,1019.1,0.0
2025-01-10 20:00:00,1.32,64,2.64,1019.0,0.0
2025-01-10 21:00:00,2.04,66,1.3,1018.1,0.0
2025-01-10 22:00:00,0.81,75,1.93,1019.3,0.0
2025-01-10 23:00:00,1.47,81,0.87,1018.2,0.0
2025-01-11 00:00:00,-0.25,81,0.64,1016.7,0.0
2025-01-11 01:00:00,0.36,84,0.63,1017.9,0.0
2025-01-11 02:00:00,1.19,89,0.23,1018.8,0.0
2025-01-11 03:00:00,2.08,88,0.22,1017.4,0.0
2025-01-11 04:00:00,1.46,89,0.23,1018.9,0.0
2025-01-11 05:00:00,3.04,92,0.65,1017.5,0.0
2025-01-11 06:00:00,3.97,82,0.04,1017.2,0.0
2025-01-11 07:00:00,4.88,89,0.0,1016.5,0.0
2025-01-11 08:00:00,7.54,83,0.9,1016.2,0.0
2025-01-11 09:00:00,7.42,78,0.07,1015.8,0.0
2025-01-11 10:00:00,6.89,75,0.67,1015.4,0.0
2025-01-11 11:00:00,8.81,71,1.16,1015.7,0.0
2025-01-11 12:00:00,9.79,62,1.3,1014.3,0.0
2025-01-11 13:00:00,8.89,69,2.01,1013.8,0.0
2025-01-11 14:00:00,6.71,62,1.94,1013.5,0.0
2025-01-11 15:00:00,6.8,62,1.48,1015.7,0.0
2025-01-11 16:00:00,7.2,63,3.16,1014.1,0.0
2025-01-11 17:00:00,4.85,57,2.26,1013.7,0.0
2025-01-11 18:00:00,4.62,63,2.13,1012.3,0.0
2025-01-11 19:00:00,3.82,63,2.65,1013.3,0.0
2025-01-11 20:00:00,1.66,70,2.19,1012.4,0.0
2025-01-11 21:00:00,1.44,65,2.11,1012.4,0.0
2025-01-11 22:00:00,-1.42,75,2.95,1011.2,0.0
2025-01-11 23:00:00,-0.27,77,1.32,1011.9,0.0
2025-01-12 00:00:00,0.29,83,1.04,1011.2,0.0
2025-01-12 01:00:00,-0.27,86,1.0,1010.7,0.0
2025-01-12 02:00:00,2.15,85,1.24,1011.7,0.0
2025-01-12 03:00:00,0.64,86,0.0,1009.7,0.0
2025-01-12 04:00:00,2.16,89,0.0,1011.2,0.0
2025-01-12 05:00:00,3.52,86,0.0,1011.2,0.0
2025-01-12 06:00:00,5.48,89,0.0,1009.8,0.0
2025-01-12 07:00:00,4.5,83,0.02,1009.7,0.0
2025-01-12 08:00:00,7.28,73,0.59,1010.1,0.0
2025-01-12 09:00:00,7.3,77,0.05,1010.5,0.0
2025-01-12 10:00:00,7.25,71,0.0,1010.1,1.74
2025-01-12 11:00:00,8.66,65,0.98,1010.5,0.0
2025-01-12 12:00:00,8.61,63,1.63,1011.6,0.0
2025-01-12 13:00:00,7.91,64,0.61,1009.7,0.0
2025-01-12 14:00:00,7.98,65,2.11,1008.8,0.0
2025-01-12 15:00:00,7.03,60,2.32,1010.9,0.0
2025-01-12 16:00:00,6.55,57,2.54,1011.6,0.0
2025-01-12 17:00:00,5.97,61,2.78,1010.6,0.0
2025-01-12 18:00:00,5.58,60,3.3,1009.5,0.0
2025-01-12 19:00:00,2.57,61,1.99,1010.4,0.0
2025-01-12 20:00:00,3.97,63,2.12,1009.7,0.0
2025-01-12 21:00:00,0.28,65,1.7,1011.2,0.0
2025-01-12 22:00:00,0.9,73,1.7,1009.7,0.0
2025-01-12 23:00:00,1.02,78,2.23,1010.7,0.0
2025-01-13 00:00:00,1.3,77,0.53,1010.3,0.0
2025-01-13 01:00:00,0.8,79,0.51,1011.3,0.0
2025-01-13 02:00:00,1.49,80,1.39,1011.1,0.0
2025-01-13 03:00:00,1.93,86,1.0,1011.7,0.0
2025-01-13 04:00:00,2.69,81,0.15,1011.7,0.0
2025-01-13 05:00:00,4.66,87,0.66,1011.1,0.0
2025-01-13 06:00:00,5.35,80,0.37,1012.5,0.0
2025-01-13 07:00:00,5.65,78,0.98,1012.1,0.0
2025-01-13 08:00:00,7.73,73,0.37,1011.5,0.0
2025-01-13 09:00:00,8.15,72,1.01,1014.2,0.0
2025-01-13 10:00:00,9.14,73,2.02,1013.0,0.0
2025-01-13 11:00:00,9.41,68,1.24,1012.6,0.0
2025-01-13 12:00:00,8.52,65,1.22,1014.0,0.0
2025-01-13 13:00:00,8.58,61,1.82,1014.4,0.0
2025-01-13 14:00:00,9.09,54,1.52,1012.9,0.0
2025-01-13 15:00:00,8.36,55,3.1,1013.4,0.0
2025-01-13 16:00:00,7.09,53,2.16,1012.5,0.0
2025-01-13 17:00:00,6.22,60,2.03,1013.2,0.0
2025-01-13 18:00:00,6.0,53,1.78,1013.2,0.0
2025-01-13 19:00:00,3.66,62,2.71,1013.6,0.0
2025-01-13 20:00:00,3.49,65,2.5,1013.8,0.0
2025-01-13 21:00:00,2.14,72,1.66,1014.0,0.0
2025-01-13 22:00:00,1.49,69,1.99,1013.8,0.0
2025-01-13 23:00:00,2.01,76,0.7,1012.6,0.0
2025-01-14 00:00:00,2.31,80,1.29,1012.9,0.0
2025-01-14 01:00:00,2.44,75,1.17,1013.2,0.0
2025-01-14 02:00:00,3.18,74,1.55,1013.4,0.0
2025-01-14 03:00:00,2.92,75,0.11,1014.4,0.0
2025-01-14 04:00:00,4.21,83,0.0,1012.6,0.0
2025-01-14 05:00:00,4.48,75,0.0,1013.3,0.0
2025-01-14 06:00:00,5.96,78,0.0,1014.3,0.0
2025-01-14 07:00:00,6.68,78,0.9,1013.2,0.0
2025-01-14 08:00:00,7.8,74,1.11,1013.8,0.0
2025-01-14 09:00:00,8.98,71,0.65,1013.3,0.0
2025-01-14 10:00:00,8.63,67,1.31,1013.6,0.0
2025-01-14 11:00:00,11.07,66,1.01,1013.1,0.0
2025-01-14 12:00:00,9.03,56,1.15,1013.8,0.0
2025-01-14 13:00:00,8.75,53,1.29,1012.0,0.0
2025-01-14 14:00:00,10.01,51,1.54,1012.9,0.0
2025-01-14 15:00:00,9.12,54,1.13,1013.4,0.0
2025-01-14 16:00:00,8.18,54,2.2,1013.6,0.0
2025-01-14 17:00:00,7.21,53,2.15,1014.3,0.0
2025-01-14 18:00:00,5.73,57,2.57,1012.8,0.0
2025-01-14 19:00:00,4.08,52,2.21,1014.3,0.0
2025-01-14 20:00:00,3.79,64,1.98,1012.6,0.0
2025-01-14 21:00:00,2.44,67,1.47,1014.2,0.0
2025-01-14 22:00:00,2.96,68,1.74,1013.8,0.0
2025-01-14 23:00:00,1.78,75,1.83,1012.5,0.0
2025-01-15 00:00:00,1.32,68,0.63,1013.5,0.0
2025-01-15 01:00:00,1.81,74,0.98,1013.3,0.0
2025-01-15 02:00:00,2.72,76,0.82,1013.9,0.0
2025-01-15 03:00:00,2.67,82,0.13,1013.3,0.0
2025-01-15 04:00:00,3.32,77,0.04,1013.4,0.0
2025-01-15 05:00:00,5.03,82,0.35,1014.8,0.0
2025-01-15 06:00:00,6.07,82,0.0,1013.8,0.0
2025-01-15 07:00:00,6.58,78,0.41,1014.7,0.0
2025-01-15 08:00:00,7.57,73,0.0,1014.0,0.0
2025-01-15 09:00:00,8.89,66,1.02,1015.7,0.0
2025-01-15 10:00:00,8.35,63,1.87,1014.0,0.0
2025-01-15 11:00:00,8.78,65,0.51,1014.3,0.0
2025-01-15 12:00:00,9.4,60,1.47,1016.2,0.0
2025-01-15 13:00:00,9.62,54,1.1,1014.9,0.0
2025-01-15 14:00:00,9.58,51,2.22,1016.7,0.0
2025-01-15 15:00:00,9.76,45,1.27,1016.4,0.0
2025-01-15 16:00:00,8.5,47,2.31,1015.8,0.0
2025-01-15 17:00:00,6.83,56,1.73,1014.8,0.0
2025-01-15 18:00:00,5.89,48,2.1,1016.5,0.0
2025-01-15 19:00:00,4.17,55,1.65,1016.8,0.0
2025-01-15 20:00:00,3.89,61,2.48,1018.0,0.0
2025-01-15 21:00:00,2.87,57,1.49,1018.6,0.0
2025-01-15 22:00:00,2.67,66,1.98,1017.0,0.0
2025-01-15 23:00:00,1.46,72,1.29,1018.5,0.0
2025-01-16 00:00:00,1.84,75,1.14,1018.7,0.0
2025-01-16 01:00:00,2.68,87,1.02,1019.3,0.0
2025-01-16 02:00:00,1.93,76,0.32,1019.1,0.0
2025-01-16 03:00:00,2.93,85,0.6,1017.4,0.0
2025-01-16 04:00:00,3.96,82,1.1,1019.0,0.0
2025-01-16 05:00:00,4.16,85,0.0,1018.5,0.0
2025-01-16 06:00:00,5.63,82,0.79,1019.4,0.0
2025-01-16 07:00:00,6.52,76,0.98,1020.6,0.0
2025-01-16 08:00:00,7.54,76,0.0,1020.3,0.0
2025-01-16 09:00:00,7.76,66,0.0,1021.1,0.0
2025-01-16 10:00:00,8.96,70,0.85,1020.6,0.0
2025-01-16 11:00:00,9.69,65,0.67,1019.5,0.0
2025-01-16 12:00:00,10.49,62,2.13,1018.6,0.0
2025-01-16 13:00:00,10.01,60,1.48,1020.9,0.0
2025-01-16 14:00:00,10.45,56,1.3,1020.7,0.0
2025-01-16 15:00:00,7.77,54,1.33,1020.1,0.0
2025-01-16 16:00:00,8.09,50,2.61,1019.6,0.0
2025-01-16 17:00:00,6.64,51,1.88,1020.4,0.0
2025-01-16 18:00:00,7.01,58,2.22,1020.8,0.0
2025-01-16 19:00:00,3.88,62,2.64,1021.5,0.0
2025-01-16 20:00:00,2.89,60,1.82,1021.1,0.0
2025-01-16 21:00:00,2.23,64,1.88,1022.2,0.0
2025-01-16 22:00:00,0.53,65,1.69,1020.0,0.0
2025-01-16 23:00:00,1.25,75,1.8,1021.4,0.0
2025-01-17 00:00:00,0.25,82,1.5,1020.7,0.0
2025-01-17 01:00:00,1.03,89,0.83,1021.1,0.0
2025-01-17 02:00:00,1.56,83,0.73,1020.0,0.0
2025-01-17 03:00:00,3.27,86,0.31,1021.0,0.0
2025-01-17 04:00:00,3.45,88,0.0,1020.2,0.0
2025-01-17 05:00:00,3.35,89,0.36,1019.3,0.0
2025-01-17 06:00:00,4.16,85,1.15,1019.6,0.0
2025-01-17 07:00:00,6.17,80,0.0,1019.2,0.0
2025-01-17 08:00:00,5.86,82,0.0,1019.5,0.0
2025-01-17 09:00:00,8.9,78,0.06,1018.0,0.0
2025-01-17 10:00:00,9.08,69,1.06,1018.6,0.0
2025-01-17 11:00:00,8.33,72,1.17,1018.7,0.0
2025-01-17 12:00:00,7.59,68,1.12,1018.2,0.0
2025-01-17 13:00:00,9.6,62,1.0,1018.9,0.0
2025-01-17 14:00:00,8.18,59,1.75,1018.2,0.0
2025-01-17 15:00:00,8.49,59,1.12,1017.3,0.0
2025-01-17 16:00:00,5.68,55,2.14,1017.2,0.0
2025-01-17 17:00:00,5.41,58,2.6,1017.0,0.0
2025-01-17 18:00:00,4.8,53,1.57,1016.8,0.0
2025-01-17 19:00:00,3.79,64,1.4,1014.8,0.0
2025-01-17 20:00:00,2.48,60,2.86,1015.7,0.0
2025-01-17 21:00:00,2.4,73,1.6,1014.5,0.0
2025-01-17 22:00:00,0.58,71,2.27,1016.5,0.0
2025-01-17 23:00:00,0.83,75,1.38,1015.2,0.0
2025-01-18 00:00:00,0.45,80,1.12,1014.8,0.0
2025-01-18 01:00:00,0.86,85,1.16,1015.5,0.0
2025-01-18 02:00:00,1.4,92,0.26,1014.9,0.0
2025-01-18 03:00:00,0.75,82,0.56,1013.5,0.0
2025-01-18 04:00:00,1.29,94,0.14,1014.2,0.0
2025-01-18 05:00:00,4.22,90,0.0,1013.8,0.0
2025-01-18 06:00:00,4.6,84,0.37,1012.5,0.0
2025-01-18 07:00:00,4.88,82,0.1,1013.2,0.0
2025-01-18 08:00:00,7.45,87,0.26,1013.5,0.0
2025-01-18 09:00:00,7.27,76,0.0,1013.4,5.32
2025-01-18 10:00:00,8.65,71,1.5,1012.2,0.0
2025-01-18 11:00:00,8.28,74,1.38,1014.3,0.0
2025-01-18 12:00:00,9.81,68,1.68,1013.2,0.0
2025-01-18 13:00:00,9.46,61,1.31,1013.2,0.0
2025-01-18 14:00:00,7.66,63,0.84,1013.5,0.0
2025-01-18 15:00:00,7.88,57,2.88,1012.5,0.0
2025-01-18 16:00:00,6.82,63,2.04,1013.5,0.0
2025-01-18 17:00:00,6.36,64,1.79,1012.8,0.0
2025-01-18 18:00:00,3.69,63,2.41,1012.4,0.0
2025-01-18 19:00:00,3.81,65,2.75,1013.6,0.0
2025-01-18 20:00:00,3.11,73,2.05,1014.3,0.0
2025-01-18 21:00:00,0.31,71,2.55,1013.7,0.0
2025-01-18 22:00:00,0.08,71,2.24,1013.9,0.0
2025-01-18 23:00:00,-0.92,80,0.92,1012.8,0.0
2025-01-19 00:00:00,0.34,88,0.86,1012.0,0.0
2025-01-19 01:00:00,1.16,81,1.42,1014.5,0.0
2025-01-19 02:00:00,2.11,86,0.0,1015.0,0.0
