timestamp,load
2024-01-09 21:00:00,59.099
2024-01-09 22:00:00,59.878
2024-01-09 23:00:00,60.655
2024-01-10 00:00:00,64.506
2024-01-10 01:00:00,65.535
2024-01-10 02:00:00,64.587
2024-01-10 03:00:00,65.962
2024-01-10 04:00:00,67.662
2024-01-10 05:00:00,68.323
2024-01-10 06:00:00,69.432
2024-01-10 07:00:00,68.725
2024-01-10 08:00:00,66.196
2024-01-10 09:00:00,67.212
2024-01-10 10:00:00,66.663
2024-01-10 11:00:00,65.582
2024-01-10 12:00:00,63.806
2024-01-10 13:00:00,62.066
2024-01-10 14:00:00,60.608
2024-01-10 15:00:00,58.574
2024-01-10 16:00:00,59.65
2024-01-10 17:00:00,58.188
2024-01-10 18:00:00,58.25
2024-01-10 19:00:00,58.437
2024-01-10 20:00:00,59.282
2024-01-10 21:00:00,60.37
2024-01-10 22:00:00,60.462
2024-01-10 23:00:00,61.231
2024-01-11 00:00:00,61.171
2024-01-11 01:00:00,63.08
2024-01-11 02:00:00,64.607
2024-01-11 03:00:00,65.324
2024-01-11 04:00:00,66.164
2024-01-11 05:00:00,65.517
2024-01-11 06:00:00,66.665
2024-01-11 07:00:00,65.23
2024-01-11 08:00:00,65.94
2024-01-11 09:00:00,65.835
2024-01-11 10:00:00,63.672
2024-01-11 11:00:00,61.833
2024-01-11 12:00:00,61.366
2024-01-11 13:00:00,61.776
2024-01-11 14:00:00,58.336
2024-01-11 15:00:00,58.613
2024-01-11 16:00:00,56.453
2024-01-11 17:00:00,56.524
2024-01-11 18:00:00,56.629
2024-01-11 19:00:00,56.738
2024-01-11 20:00:00,57.211
2024-01-11 21:00:00,58.135
2024-01-11 22:00:00,58.154
2024-01-11 23:00:00,60.512
2024-01-12 00:00:00,59.308
2024-01-12 01:00:00,60.3
2024-01-12 02:00:00,61.193
2024-01-12 03:00:00,62.174
2024-01-12 04:00:00,63.668
2024-01-12 05:00:00,64.492
2024-01-12 06:00:00,63.481
2024-01-12 07:00:00,63.118
2024-01-12 08:00:00,63.394
2024-01-12 09:00:00,61.618
2024-01-12 10:00:00,60.572
2024-01-12 11:00:00,60.655
2024-01-12 12:00:00,60.065
2024-01-12 13:00:00,58.145
2024-01-12 14:00:00,56.538
2024-01-12 15:00:00,55.387
2024-01-12 16:00:00,53.751
2024-01-12 17:00:00,53.516
2024-01-12 18:00:00,54.023
2024-01-12 19:00:00,53.966
2024-01-12 20:00:00,53.75
2024-01-12 21:00:00,55.965
2024-01-12 22:00:00,55.6
2024-01-12 23:00:00,57.634
2024-01-13 00:00:00,57.432
2024-01-13 01:00:00,57.407
2024-01-13 02:00:00,59.867
2024-01-13 03:00:00,61.289
2024-01-13 04:00:00,60.678
2024-01-13 05:00:00,62.204
2024-01-13 06:00:00,63.319
2024-01-13 07:00:00,62.018
2024-01-13 08:00:00,61.252
2024-01-13 09:00:00,61.231
2024-01-13 10:00:00,60.059
2024-01-13 11:00:00,58.049
2024-01-13 12:00:00,56.732
2024-01-13 13:00:00,55.144
2024-01-13 14:00:00,53.725
2024-01-13 15:00:00,53.193
2024-01-13 16:00:00,53.909
2024-01-13 17:00:00,51.685
2024-01-13 18:00:00,52.364
2024-01-13 19:00:00,53.186
2024-01-13 20:00:00,52.364
2024-01-13 21:00:00,54.045
2024-01-13 22:00:00,54.988
2024-01-13 23:00:00,55.682
2024-01-14 00:00:00,58.509
2024-01-14 01:00:00,59.475
2024-01-14 02:00:00,60.699
2024-01-14 03:00:00,61.535
2024-01-14 04:00:00,63.126
2024-01-14 05:00:00,64.19
2024-01-14 06:00:00,63.022
2024-01-14 07:00:00,62.346
2024-01-14 08:00:00,61.726
2024-01-14 09:00:00,61.446
2024-01-14 10:00:00,60.375
2024-01-14 11:00:00,58.861
2024-01-14 12:00:00,58.672
2024-01-14 13:00:00,57.666
2024-01-14 14:00:00,55.935
2024-01-14 15:00:00,54.837
2024-01-14 16:00:00,54.408
2024-01-14 17:00:00,54.715
2024-01-14 18:00:00,52.915
2024-01-14 19:00:00,54.009
2024-01-14 20:00:00,52.374
2024-01-14 21:00:00,54.468
2024-01-14 22:00:00,56.197
2024-01-14 23:00:00,57.677
2024-01-15 00:00:00,60.689
2024-01-15 01:00:00,61.819
2024-01-15 02:00:00,63.343
2024-01-15 03:00:00,63.708
2024-01-15 04:00:00,64.155
2024-01-15 05:00:00,66.151
2024-01-15 06:00:00,64.391
2024-01-15 07:00:00,64.609
2024-01-15 08:00:00,64.275
2024-01-15 09:00:00,63.748
2024-01-15 10:00:00,62.646
2024-01-15 11:00:00,61.517
2024-01-15 12:00:00,60.771
2024-01-15 13:00:00,57.849
2024-01-15 14:00:00,57.172
2024-01-15 15:00:00,56.498
2024-01-15 16:00:00,55.683
2024-01-15 17:00:00,55.297
2024-01-15 18:00:00,56.523
2024-01-15 19:00:00,55.058
2024-01-15 20:00:00,56.318
2024-01-15 21:00:00,58.31
2024-01-15 22:00:00,58.109
2024-01-15 23:00:00,58.439
2024-01-16 00:00:00,62.246
2024-01-16 01:00:00,62.921
2024-01-16 02:00:00,64.892
2024-01-16 03:00:00,66.781
2024-01-16 04:00:00,67.288
2024-01-16 05:00:00,66.472
2024-01-16 06:00:00,68.003
2024-01-16 07:00:00,68.173
2024-01-16 08:00:00,65.92
2024-01-16 09:00:00,66.622
2024-01-16 10:00:00,64.627
2024-01-16 11:00:00,63.519
2024-01-16 12:00:00,61.989
2024-01-16 13:00:00,61.132
2024-01-16 14:00:00,61.631
2024-01-16 15:00:00,60.213
2024-01-16 16:00:00,59.079
2024-01-16 17:00:00,57.674
2024-01-16 18:00:00,58.253
2024-01-16 19:00:00,57.268
2024-01-16 20:00:00,57.611
2024-01-16 21:00:00,58.961
2024-01-16 22:00:00,61.941
2024-01-16 23:00:00,60.968
2024-01-17 00:00:00,62.972
2024-01-17 01:00:00,64.634
2024-01-17 02:00:00,65.442
2024-01-17 03:00:00,66.864
2024-01-17 04:00:00,68.341
2024-01-17 05:00:00,67.975
2024-01-17 06:00:00,68.109
2024-01-17 07:00:00,68.324
2024-01-17 08:00:00,68.221
2024-01-17 09:00:00,65.578
2024-01-17 10:00:00,65.384
2024-01-17 11:00:00,64.355
2024-01-17 12:00:00,63.087
2024-01-17 13:00:00,62.821
2024-01-17 14:00:00,61.208
2024-01-17 15:00:00,59.901
2024-01-17 16:00:00,58.875
2024-01-17 17:00:00,57.461
2024-01-17 18:00:00,57.943
2024-01-17 19:00:00,58.818
2024-01-17 20:00:00,58.407
2024-01-17 21:00:00,60.621
2024-01-17 22:00:00,60.236
2024-01-17 23:00:00,62.389
2024-01-18 00:00:00,60.68
2024-01-18 01:00:00,63.361
2024-01-18 02:00:00,64.607
2024-01-18 03:00:00,65.539
2024-01-18 04:00:00,65.101
2024-01-18 05:00:00,66.979
2024-01-18 06:00:00,66.719
2024-01-18 07:00:00,66.235
2024-01-18 08:00:00,65.839
2024-01-18 09:00:00,65.061
2024-01-18 10:00:00,63.125
2024-01-18 11:00:00,61.71
2024-01-18 12:00:00,61.647
2024-01-18 13:00:00,60.831
2024-01-18 14:00:00,59.372
2024-01-18 15:00:00,58.287
2024-01-18 16:00:00,57.482
2024-01-18 17:00:00,55.515
2024-01-18 18:00:00,56.639
2024-01-18 19:00:00,55.633
2024-01-18 20:00:00,56.603
2024-01-18 21:00:00,59.087
2024-01-18 22:00:00,58.823
2024-01-18 23:00:00,60.945
2024-01-19 00:00:00,59.006
2024-01-19 01:00:00,60.835
2024-01-19 02:00:00,63.047
2024-01-19 03:00:00,61.436
2024-01-19 04:00:00,62.8
2024-01-19 05:00:00,64.061
2024-01-19 06:00:00,63.547
2024-01-19 07:00:00,63.237
2024-01-19 08:00:00,63.749
2024-01-19 09:00:00,62.699
2024-01-19 10:00:00,63.121
2024-01-19 11:00:00,59.626
2024-01-19 12:00:00,59.206
2024-01-19 13:00:00,58.276
2024-01-19 14:00:00,57.863
2024-01-19 15:00:00,55.03
2024-01-19 16:00:00,54.785
2024-01-19 17:00:00,53.841
2024-01-19 18:00:00,54.621
2024-01-19 19:00:00,54.398
2024-01-19 20:00:00,54.819
2024-01-19 21:00:00,56.019
2024-01-19 22:00:00,56.835
2024-01-19 23:00:00,57.226
2024-01-20 00:00:00,57.869
2024-01-20 01:00:00,60.114
2024-01-20 02:00:00,59.419
2024-01-20 03:00:00,62.048
2024-01-20 04:00:00,60.881
2024-01-20 05:00:00,63.152
2024-01-20 06:00:00,62.103
2024-01-20 07:00:00,61.742
2024-01-20 08:00:00,61.701
2024-01-20 09:00:00,61.066
2024-01-20 10:00:00,59.084
2024-01-20 11:00:00,58.869
2024-01-20 12:00:00,57.452
2024-01-20 13:00:00,56.247
2024-01-20 14:00:00,55.483
2024-01-20 15:00:00,54.046
2024-01-20 16:00:00,51.427
2024-01-20 17:00:00,52.68
2024-01-20 18:00:00,52.747
2024-01-20 19:00:00,52.221
2024-01-20 20:00:00,52.677
2024-01-20 21:00:00,53.894
2024-01-20 22:00:00,54.273
2024-01-20 23:00:00,56.643
2024-01-21 00:00:00,57.757
2024-01-21 01:00:00,59.542
2024-01-21 02:00:00,60.397
2024-01-21 03:00:00,61.704
2024-01-21 04:00:00,62.647
2024-01-21 05:00:00,63.47
2024-01-21 06:00:00,64.658
2024-01-21 07:00:00,62.273
2024-01-21 08:00:00,62.342
2024-01-21 09:00:00,60.307
2024-01-21 10:00:00,61.584
2024-01-21 11:00:00,59.703
2024-01-21 12:00:00,57.585
2024-01-21 13:00:00,56.688
2024-01-21 14:00:00,55.059
2024-01-21 15:00:00,55.246
2024-01-21 16:00:00,54.509
2024-01-21 17:00:00,53.297
2024-01-21 18:00:00,53.123
2024-01-21 19:00:00,53.91
2024-01-21 20:00:00,53.248
2024-01-21 21:00:00,54.51
2024-01-21 22:00:00,55.644
2024-01-21 23:00:00,57.277
2024-01-22 00:00:00,60.654
2024-01-22 01:00:00,62.352
2024-01-22 02:00:00,64.645
2024-01-22 03:00:00,64.327
2024-01-22 04:00:00,64.295
2024-01-22 05:00:00,65.652
2024-01-22 06:00:00,65.293
2024-01-22 07:00:00,63.391
2024-01-22 08:00:00,64.045
2024-01-22 09:00:00,63.602
2024-01-22 10:00:00,63.223
2024-01-22 11:00:00,62.33
2024-01-22 12:00:00,61.315
2024-01-22 13:00:00,58.951
2024-01-22 14:00:00,57.303
2024-01-22 15:00:00,56.989
2024-01-22 16:00:00,57.546
2024-01-22 17:00:00,55.778
2024-01-22 18:00:00,56.374
2024-01-22 19:00:00,55.714
2024-01-22 20:00:00,56.687
2024-01-22 21:00:00,56.544
2024-01-22 22:00:00,58.795
2024-01-22 23:00:00,57.88
2024-01-23 00:00:00,63.187
2024-01-23 01:00:00,64.541
2024-01-23 02:00:00,65.188
2024-01-23 03:00:00,65.983
2024-01-23 04:00:00,67.014
2024-01-23 05:00:00,68.62
2024-01-23 06:00:00,68.161
2024-01-23 07:00:00,67.457
2024-01-23 08:00:00,66.742
2024-01-23 09:00:00,67.532
2024-01-23 10:00:00,64.803
2024-01-23 11:00:00,65.828
2024-01-23 12:00:00,62.526
2024-01-23 13:00:00,61.381
2024-01-23 14:00:00,60.244
2024-01-23 15:00:00,59.017
2024-01-23 16:00:00,59.162
2024-01-23 17:00:00,57.212
2024-01-23 18:00:00,57.737
2024-01-23 19:00:00,58.337
2024-01-23 20:00:00,58.589
2024-01-23 21:00:00,58.183
2024-01-23 22:00:00,59.798
2024-01-23 23:00:00,62.414
2024-01-24 00:00:00,62.872
2024-01-24 01:00:00,64.381
2024-01-24 02:00:00,66.396
2024-01-24 03:00:00,67.573
2024-01-24 04:00:00,67.749
2024-01-24 05:00:00,68.37
2024-01-24 06:00:00,68.889
2024-01-24 07:00:00,68.511
2024-01-24 08:00:00,66.436
2024-01-24 09:00:00,67.567
2024-01-24 10:00:00,66.538
2024-01-24 11:00:00,64.774
2024-01-24 12:00:00,63.893
2024-01-24 13:00:00,62.44
2024-01-24 14:00:00,61.31
2024-01-24 15:00:00,59.202
2024-01-24 16:00:00,59.949
2024-01-24 17:00:00,59.285
2024-01-24 18:00:00,58.483
2024-01-24 19:00:00,60.243
2024-01-24 20:00:00,58.525
2024-01-24 21:00:00,59.65
2024-01-24 22:00:00,61.486
2024-01-24 23:00:00,63.417
2024-01-25 00:00:00,62.131
2024-01-25 01:00:00,63.414
2024-01-25 02:00:00,64.143
2024-01-25 03:00:00,65.185
2024-01-25 04:00:00,65.872
2024-01-25 05:00:00,67.102
2024-01-25 06:00:00,66.496
2024-01-25 07:00:00,67.337
2024-01-25 08:00:00,66.081
2024-01-25 09:00:00,66.152
2024-01-25 10:00:00,63.596
2024-01-25 11:00:00,61.909
2024-01-25 12:00:00,61.391
2024-01-25 13:00:00,60.715
2024-01-25 14:00:00,59.472
2024-01-25 15:00:00,58.021
2024-01-25 16:00:00,58.433
2024-01-25 17:00:00,56.216
2024-01-25 18:00:00,56.196
2024-01-25 19:00:00,56.595
2024-01-25 20:00:00,57.438
2024-01-25 21:00:00,58.272
2024-01-25 22:00:00,59.457
2024-01-25 23:00:00,61.69
2024-01-26 00:00:00,59.255
2024-01-26 01:00:00,59.638
2024-01-26 02:00:00,62.436
2024-01-26 03:00:00,63.6
2024-01-26 04:00:00,62.934
2024-01-26 05:00:00,63.481
2024-01-26 06:00:00,63.962
2024-01-26 07:00:00,64.764
2024-01-26 08:00:00,63.143
2024-01-26 09:00:00,62.704
2024-01-26 10:00:00,63.544
2024-01-26 11:00:00,61.077
2024-01-26 12:00:00,60.002
2024-01-26 13:00:00,58.331
2024-01-26 14:00:00,57.19
2024-01-26 15:00:00,54.168
2024-01-26 16:00:00,54.428
2024-01-26 17:00:00,54.214
2024-01-26 18:00:00,54.806
2024-01-26 19:00:00,53.983
2024-01-26 20:00:00,54.076
2024-01-26 21:00:00,55.773
2024-01-26 22:00:00,57.726
2024-01-26 23:00:00,58.39
2024-01-27 00:00:00,57.96
2024-01-27 01:00:00,59.186
2024-01-27 02:00:00,60.304
2024-01-27 03:00:00,60.429
2024-01-27 04:00:00,61.02
2024-01-27 05:00:00,62.75
2024-01-27 06:00:00,63.463
2024-01-27 07:00:00,62.872
2024-01-27 08:00:00,63.21
2024-01-27 09:00:00,60.705
2024-01-27 10:00:00,60.517
2024-01-27 11:00:00,58.714
2024-01-27 12:00:00,57.333
2024-01-27 13:00:00,56.923
2024-01-27 14:00:00,54.888
2024-01-27 15:00:00,53.858
2024-01-27 16:00:00,53.431
2024-01-27 17:00:00,54.47
2024-01-27 18:00:00,53.548
2024-01-27 19:00:00,53.068
2024-01-27 20:00:00,53.803
2024-01-27 21:00:00,54.271
2024-01-27 22:00:00,55.341
2024-01-27 23:00:00,55.179
2024-01-28 00:00:00,58.185
2024-01-28 01:00:00,59.937
2024-01-28 02:00:00,60.938
2024-01-28 03:00:00,62.018
2024-01-28 04:00:00,62.808
2024-01-28 05:00:00,63.303
2024-01-28 06:00:00,63.845
2024-01-28 07:00:00,62.627
2024-01-28 08:00:00,61.376
2024-01-28 09:00:00,61.614
2024-01-28 10:00:00,59.681
2024-01-28 11:00:00,58.849
2024-01-28 12:00:00,57.789
2024-01-28 13:00:00,56.521
2024-01-28 14:00:00,55.682
2024-01-28 15:00:00,53.93
2024-01-28 16:00:00,54.406
2024-01-28 17:00:00,54.216
2024-01-28 18:00:00,53.736
2024-01-28 19:00:00,54.253
2024-01-28 20:00:00,53.346
2024-01-28 21:00:00,55.012
2024-01-28 22:00:00,55.85
2024-01-28 23:00:00,56.403
2024-01-29 00:00:00,61.488
2024-01-29 01:00:00,62.498
2024-01-29 02:00:00,62.603
2024-01-29 03:00:00,65.143
2024-01-29 04:00:00,62.958
2024-01-29 05:00:00,65.453
2024-01-29 06:00:00,66.186
2024-01-29 07:00:00,64.892
2024-01-29 08:00:00,63.896
2024-01-29 09:00:00,62.904
2024-01-29 10:00:00,63.954
2024-01-29 11:00:00,61.621
2024-01-29 12:00:00,60.039
2024-01-29 13:00:00,58.291
2024-01-29 14:00:00,58.649
2024-01-29 15:00:00,57.607
2024-01-29 16:00:00,56.566
2024-01-29 17:00:00,56.541
2024-01-29 18:00:00,54.858
2024-01-29 19:00:00,55.515
2024-01-29 20:00:00,56.052
2024-01-29 21:00:00,58.011
2024-01-29 22:00:00,57.832
2024-01-29 23:00:00,60.378
2024-01-30 00:00:00,63.452
2024-01-30 01:00:00,64.775
2024-01-30 02:00:00,64.36
2024-01-30 03:00:00,67.7
2024-01-30 04:00:00,66.505
2024-01-30 05:00:00,69.027
2024-01-30 06:00:00,68.962
2024-01-30 07:00:00,67.46
2024-01-30 08:00:00,67.815
2024-01-30 09:00:00,66.291
2024-01-30 10:00:00,65.91
2024-01-30 11:00:00,65.713
2024-01-30 12:00:00,62.765
2024-01-30 13:00:00,60.27
2024-01-30 14:00:00,60.791
2024-01-30 15:00:00,60.83
2024-01-30 16:00:00,58.776
2024-01-30 17:00:00,58.264
2024-01-30 18:00:00,58.184
2024-01-30 19:00:00,57.26
2024-01-30 20:00:00,60.205
2024-01-30 21:00:00,60.458
2024-01-30 22:00:00,59.747
2024-01-30 23:00:00,63.53
2024-01-31 00:00:00,63.253
2024-01-31 01:00:00,65.064
2024-01-31 02:00:00,65.524
2024-01-31 03:00:00,68.124
2024-01-31 04:00:00,68.764
2024-01-31 05:00:00,68.502
2024-01-31 06:00:00,67.611
2024-01-31 07:00:00,69.056
2024-01-31 08:00:00,67.507
2024-01-31 09:00:00,67.763
2024-01-31 10:00:00,64.341
2024-01-31 11:00:00,65.976
2024-01-31 12:00:00,62.624
2024-01-31 13:00:00,61.93
2024-01-31 14:00:00,61.347
2024-01-31 15:00:00,59.458
2024-01-31 16:00:00,60.637
2024-01-31 17:00:00,58.483
2024-01-31 18:00:00,58.669
2024-01-31 19:00:00,59.165
2024-01-31 20:00:00,60.282
2024-01-31 21:00:00,61.744
2024-01-31 22:00:00,61.851
2024-01-31 23:00:00,62.754
2024-02-01 00:00:00,63.829
2024-02-01 01:00:00,63.859
2024-02-01 02:00:00,65.272
2024-02-01 03:00:00,64.682
2024-02-01 04:00:00,65.622
2024-02-01 05:00:00,66.835
2024-02-01 06:00:00,66.78
2024-02-01 07:00:00,66.264
2024-02-01 08:00:00,66.012
2024-02-01 09:00:00,65.853
2024-02-01 10:00:00,65.35
2024-02-01 11:00:00,64.949
2024-02-01 12:00:00,61.941
2024-02-01 13:00:00,60.101
2024-02-01 14:00:00,59.226
2024-02-01 15:00:00,59.03
2024-02-01 16:00:00,58.711
2024-02-01 17:00:00,57.072
2024-02-01 18:00:00,57.586
2024-02-01 19:00:00,57.033
2024-02-01 20:00:00,58.355
2024-02-01 21:00:00,59.613
2024-02-01 22:00:00,59.069
2024-02-01 23:00:00,60.653
2024-02-02 00:00:00,59.385
2024-02-02 01:00:00,61.183
2024-02-02 02:00:00,61.72
2024-02-02 03:00:00,63.392
2024-02-02 04:00:00,64.417
2024-02-02 05:00:00,63.811
2024-02-02 06:00:00,64.912
2024-02-02 07:00:00,63.468
2024-02-02 08:00:00,63.606
2024-02-02 09:00:00,62.553
2024-02-02 10:00:00,62.613
2024-02-02 11:00:00,61.91
2024-02-02 12:00:00,59.553
2024-02-02 13:00:00,57.91
2024-02-02 14:00:00,57.603
2024-02-02 15:00:00,56.138
2024-02-02 16:00:00,54.413
2024-02-02 17:00:00,54.303
2024-02-02 18:00:00,54.02
2024-02-02 19:00:00,54.497
2024-02-02 20:00:00,54.613
2024-02-02 21:00:00,56.013
2024-02-02 22:00:00,56.954
2024-02-02 23:00:00,59.007
2024-02-03 00:00:00,57.682
2024-02-03 01:00:00,59.362
2024-02-03 02:00:00,60.323
2024-02-03 03:00:00,62.293
2024-02-03 04:00:00,61.595
2024-02-03 05:00:00,63.962
2024-02-03 06:00:00,62.713
2024-02-03 07:00:00,63.021
2024-02-03 08:00:00,62.573
2024-02-03 09:00:00,61.954
2024-02-03 10:00:00,61.163
2024-02-03 11:00:00,60.082
2024-02-03 12:00:00,58.78
2024-02-03 13:00:00,57.076
2024-02-03 14:00:00,55.205
2024-02-03 15:00:00,54.351
2024-02-03 16:00:00,52.837
2024-02-03 17:00:00,53.425
2024-02-03 18:00:00,52.506
2024-02-03 19:00:00,52.246
2024-02-03 20:00:00,54.231
2024-02-03 21:00:00,54.992
2024-02-03 22:00:00,56.826
2024-02-03 23:00:00,56.621
2024-02-04 00:00:00,57.799
2024-02-04 01:00:00,58.685
2024-02-04 02:00:00,61.062
2024-02-04 03:00:00,61.182
2024-02-04 04:00:00,63.137
2024-02-04 05:00:00,62.859
